molecule,Compound,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
Molecule79,[O]C1C=CC([O])c2cc(ccc12)C#N,0,0,0,0,0,3,0,-1,187.198,5.374,403.806,42.068,163.794,197.944,0,645.564,2,4.9,0.0447372,0.0171608,0.8945781,19.646,7.208,12.454,10.245,0.38,-2.727,-2.742,-4.182,277.102,-0.982,123.569,-3.553,10.077,0.829,3,-0.571,3,72.89,0,0,69.012,3,0,10,0,10,2,14,0,0.098
Molecule79,[O]C1C=CC([O])c2cc(ccc12)C#N,0,0,0,0,0,3,0,-1,187.198,5.374,403.806,42.068,163.794,197.944,0,645.564,2,4.9,0.0447386,0.0171608,0.8945781,19.646,7.208,12.454,10.245,0.38,-2.727,-2.742,-4.182,277.102,-0.982,123.569,-3.553,10.077,0.829,3,-0.571,3,72.89,0,0,69.012,3,0,10,0,10,2,14,0,0.098
Molecule79,[O]C1C=CC([O])c2cc(ccc12)C#N,0,0,0,0,0,3,0,-1,187.198,5.338,403.577,42.543,163.189,197.846,0,645.321,2,4.9,0.0441596,0.0171706,0.8948616,19.635,7.203,12.44,10.24,0.383,-2.724,-2.742,-4.177,280.79,-0.976,125.348,-3.542,10.071,0.826,3,-0.572,3,73.01,0,0,68.867,3,0,10,0,10,2,14,0,0.101
Molecule80,CC1=C(C)C([O])c2cc(ccc2C1[O])C#N,0,0,0,0,0,3,0,-1,215.251,5.814,454.717,169.87,152.087,132.76,0,751.955,2,4.9,0.0449516,0.0152395,0.8794643,23.281,7.656,13.543,9.845,0.994,-3.5,-3.219,-4.116,357.815,-0.928,162.895,-3.567,10.043,0.812,5,-0.346,3,78.469,0,0,68.858,3,0,10,0,10,2,16,0,0.018
Molecule80,CC1=C(C)C([O])c2cc(ccc2C1[O])C#N,0,0,0,0,0,3,0,-1,215.251,5.982,452.622,173.59,147.281,131.75,0,748.982,2,4.9,0.0477821,0.01531,0.8812058,23.152,7.597,13.515,9.8,1.009,-3.468,-3.219,-4.083,397.405,-0.882,182.461,-3.482,9.917,0.779,5,-0.351,3,79.377,0,0,66.845,3,0,10,0,10,2,16,0,0.024
Molecule80,CC1=C(C)C([O])c2cc(ccc2C1[O])C#N,0,0,0,0,0,3,0,-1,215.251,5.982,452.621,173.589,147.282,131.75,0,748.981,2,4.9,0.0477851,0.01531,0.8812061,23.152,7.597,13.515,9.8,1.009,-3.468,-3.219,-4.083,397.397,-0.882,182.456,-3.482,9.917,0.779,5,-0.351,3,79.377,0,0,66.846,3,0,10,0,10,2,16,0,0.024
Molecule80,CC1=C(C)C([O])c2cc(ccc2C1[O])C#N,0,0,0,0,0,3,0,-1,215.251,5.813,454.712,169.869,152.089,132.754,0,751.945,2,4.9,0.0449424,0.0152396,0.879466,23.28,7.656,13.543,9.845,0.994,-3.5,-3.219,-4.115,357.799,-0.928,162.887,-3.567,10.044,0.812,5,-0.346,3,78.468,0,0,68.857,3,0,10,0,10,2,16,0,0.018
Molecule81,ClC1=CC([O])c2ccccc2C1[O],0,0,0,0,0,2,0,0,196.633,2.691,387.148,39.095,86.844,195.347,65.862,621.739,2,3.4,0.011644,0.0124199,0.9099691,19.309,6.998,11.079,8.43,1.526,-2.173,-2.329,-3.92,1487.153,-0.095,1743.572,-2.24,9.774,0.174,4,-0.402,3,92.658,0,0,42.658,2,0,10,0,10,2,13,0,7.596
Molecule81,ClC1=CC([O])c2ccccc2C1[O],0,0,0,0,0,2,0,0,196.633,2.6,387.219,39.087,86.704,195.176,66.252,621.924,2,3.4,0.0108717,0.0124176,0.909984,19.315,7,11.071,8.429,1.529,-2.176,-2.329,-3.919,1491.729,-0.093,1757.993,-2.238,9.76,0.168,4,-0.402,3,92.701,0,0,42.696,2,0,10,0,10,2,13,0,7.582
Molecule81,ClC1=CC([O])c2ccccc2C1[O],0,0,0,0,0,2,0,0,196.633,2.6,387.219,39.087,86.704,195.176,66.252,621.924,2,3.4,0.0108714,0.0124176,0.909984,19.315,7,11.071,8.429,1.529,-2.176,-2.329,-3.919,1491.73,-0.093,1757.993,-2.238,9.76,0.168,4,-0.402,3,92.701,0,0,42.696,2,0,10,0,10,2,13,0,7.582
Molecule81,ClC1=CC([O])c2ccccc2C1[O],0,0,0,0,0,2,0,0,196.633,2.691,387.148,39.095,86.844,195.347,65.862,621.739,2,3.4,0.0116441,0.0124199,0.9099691,19.309,6.998,11.079,8.43,1.526,-2.173,-2.329,-3.92,1487.153,-0.095,1743.572,-2.24,9.774,0.174,4,-0.402,3,92.658,0,0,42.658,2,0,10,0,10,2,13,0,7.596
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,4.528,495.379,202.688,80.101,160.456,52.135,833.369,2,4.4,0.0246042,0.0125612,0.8645413,25.519,8.445,13.631,8.726,2.379,-3.166,-3.015,-4.489,1723.084,-0.324,1719.346,-1.95,9.863,0.158,5,-0.177,3,100,0,0,57.084,3,0,10,0,10,3,17,0,1.938
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,3.084,540.648,223.925,102.164,157.259,57.3,877.288,2,4.4,0.0108414,0.0115094,0.8197441,27.246,8.865,14.047,8.965,2.482,-3.942,-3.015,-5.199,1064.34,-0.611,1090.209,-2.368,9.643,0.033,5,-0.095,3,95.658,0,0,58.416,3,0,10,0,10,3,17,0,0.124
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,3.192,508.858,209.198,88.602,155.468,55.59,842.77,2,4.4,0.0120929,0.0122284,0.8479577,25.848,8.504,13.579,8.784,2.374,-3.404,-3.015,-4.734,1431.168,-0.423,1469.451,-2.125,9.719,0.07,5,-0.164,3,100,0,0,58.517,3,0,10,0,10,3,17,0,0.752
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,5.379,505.295,204.704,84.294,157.977,58.32,841.798,2,4.4,0.0343657,0.0123147,0.8532799,25.833,8.527,13.891,8.764,2.415,-3.357,-3.015,-4.659,1572.302,-0.367,1683.681,-2.036,9.911,0.259,5,-0.163,3,100,0,0,57.888,3,0,10,0,10,3,17,0,1.026
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,5.41,492.828,203.241,77.715,157.756,54.115,835.806,2,4.4,0.0350116,0.0126262,0.8707106,25.591,8.482,13.811,8.686,2.419,-3.133,-3.015,-4.376,1815.211,-0.288,1864.933,-1.916,9.885,0.256,5,-0.167,3,100,0,0,56.814,3,0,10,0,10,3,17,0,2.265
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,3.165,508.854,209.037,88.631,155.577,55.609,842.804,2,4.4,0.0118865,0.0122285,0.8479878,25.85,8.505,13.578,8.785,2.374,-3.404,-3.015,-4.734,1430.261,-0.423,1468.793,-2.125,9.721,0.07,5,-0.164,3,100,0,0,58.531,3,0,10,0,10,3,17,0,0.751
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,2.278,505.107,204.692,85.951,157.219,57.246,842.219,2,4.4,0.0061617,0.0123192,0.853883,25.843,8.533,13.511,8.769,2.401,-3.349,-3.015,-4.646,1516.436,-0.383,1597.318,-2.07,9.756,0.14,5,-0.162,3,100,0,0,58.342,3,0,10,0,10,3,17,0,0.968
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,3.325,506.221,214.401,84.711,154.343,52.767,839.45,2,4.4,0.0131738,0.0122921,0.8501348,25.704,8.425,13.515,8.742,2.37,-3.348,-3.015,-4.693,1558.06,-0.39,1554.421,-2.057,9.685,0.056,5,-0.171,3,100,0,0,57.591,3,0,10,0,10,3,17,0,0.999
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,1.998,506.148,211.433,90.546,154.748,49.42,840.615,2,4.4,0.0047492,0.0122939,0.8510452,25.755,8.462,13.433,8.783,2.325,-3.332,-3.015,-4.68,1371.674,-0.45,1298.444,-2.163,9.623,0.003,5,-0.167,3,96.711,0,0,58.407,3,0,10,0,10,3,17,0,0.812
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,4.338,505.68,203.186,93.405,154.745,54.344,841.318,2,4.4,0.0223635,0.0123053,0.8523069,25.783,8.53,13.727,8.803,2.329,-3.346,-3.015,-4.66,1288.668,-0.462,1291.506,-2.216,9.77,0.136,5,-0.165,3,96.249,0,0,59.159,3,0,10,0,10,3,17,0,0.696
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,2.69,498.312,206.547,83.652,155.718,52.395,836.883,2,4.4,0.0086451,0.0124872,0.8618672,25.615,8.459,13.45,8.725,2.37,-3.216,-3.015,-4.51,1594.506,-0.36,1586.297,-2.033,9.646,0.016,5,-0.17,3,100,0,0,58.496,3,0,10,0,10,3,17,0,1.432
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,2.075,505.082,207.614,92.103,153.618,51.748,839.918,2,4.4,0.0051283,0.0123199,0.8523699,25.716,8.481,13.446,8.784,2.318,-3.325,-3.015,-4.653,1325.84,-0.456,1288.91,-2.196,9.759,0.111,5,-0.168,3,96.408,0,0,58.33,3,0,10,0,10,3,17,0,0.766
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,2.106,542.968,229.917,107.559,153.677,51.815,878.99,2,4.4,0.0050441,0.0114602,0.8172983,27.28,8.849,13.966,8.981,2.429,-3.957,-3.015,-5.221,946.057,-0.684,895.694,-2.48,9.762,0.115,5,-0.092,3,94.429,0,0,58.323,3,0,10,0,10,3,17,0,0.093
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,2.694,498.363,206.581,83.671,155.693,52.418,836.942,2,4.4,0.0086689,0.012486,0.8618194,25.617,8.46,13.451,8.725,2.37,-3.217,-3.015,-4.51,1593.835,-0.36,1586.038,-2.033,9.646,0.016,5,-0.17,3,100,0,0,58.499,3,0,10,0,10,3,17,0,1.428
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,4.338,505.682,203.155,93.358,154.796,54.373,841.302,2,4.4,0.022363,0.0123052,0.8522926,25.783,8.53,13.726,8.803,2.33,-3.346,-3.015,-4.66,1289.993,-0.461,1293.408,-2.215,9.769,0.136,5,-0.165,3,96.259,0,0,59.15,3,0,10,0,10,3,17,0,0.698
Molecule82,CCCNC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,5,2,0,253.728,1.992,506.412,211.812,90.51,154.643,49.447,840.892,2,4.4,0.0047204,0.0122875,0.8507882,25.765,8.463,13.435,8.783,2.327,-3.336,-3.015,-4.684,1372.757,-0.45,1299.993,-2.163,9.622,0.002,5,-0.167,3,96.727,0,0,58.408,3,0,10,0,10,3,17,0,0.804
Molecule83,ClC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,2,0,1,231.078,3.706,406.804,29.85,86.144,168.593,122.217,662.722,2,3.4,0.020722,0.0118198,0.9036517,20.694,7.574,11.912,8.311,1.911,-2.731,-2.971,-3.895,1510.072,0.04,3608.508,-2.321,9.643,0.331,4,-0.309,3,95.033,0,0,44,2,0,10,0,10,2,14,0,2.047
Molecule83,ClC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,2,0,1,231.078,3.686,403.644,36.808,80.24,167.71,118.886,658.315,2,3.4,0.0206396,0.0119123,0.9066825,20.509,7.483,11.805,8.256,1.913,-2.666,-2.971,-3.842,1717.834,0.084,3977.355,-2.216,9.588,0.258,4,-0.318,3,96.046,0,0,41.629,2,0,10,0,10,2,14,0,3.034
Molecule83,ClC1=C(Cl)C([O])c2ccccc2C1[O],0,0,0,0,0,2,0,1,231.078,3.686,403.644,36.809,80.24,167.71,118.886,658.315,2,3.4,0.0206406,0.0119123,0.9066825,20.509,7.483,11.805,8.256,1.913,-2.666,-2.971,-3.842,1717.835,0.084,3977.356,-2.216,9.588,0.258,4,-0.318,3,96.046,0,0,41.629,2,0,10,0,10,2,14,0,3.034
Molecule84,Clc1cc2C([O])C=CC([O])c2cc1Cl,0,0,0,0,0,2,0,1,231.078,3.024,410.125,42.07,91.819,146.615,129.621,664.556,2,3.4,0.0137622,0.011724,0.8979858,20.557,7.482,11.785,8.21,1.817,-2.817,-2.971,-3.882,1334.069,0.002,3465.098,-2.503,9.435,0.537,2,-0.308,3,93.52,0,0,43.219,2,0,10,0,10,2,14,0,1.105
Molecule84,Clc1cc2C([O])C=CC([O])c2cc1Cl,0,0,0,0,0,2,0,1,231.078,2.967,409.439,42.328,91.205,146.276,129.63,663.911,2,3.4,0.013258,0.0117437,0.89891,20.528,7.476,11.767,8.202,1.817,-2.806,-2.971,-3.865,1352.072,0.009,3516.063,-2.493,9.43,0.532,2,-0.309,3,93.626,0,0,43.074,2,0,10,0,10,2,14,0,1.161
Molecule84,Clc1cc2C([O])C=CC([O])c2cc1Cl,0,0,0,0,0,2,0,1,231.078,2.967,409.439,42.328,91.205,146.276,129.63,663.911,2,3.4,0.0132578,0.0117437,0.89891,20.528,7.476,11.767,8.202,1.817,-2.806,-2.971,-3.865,1352.072,0.009,3516.062,-2.493,9.43,0.532,2,-0.309,3,93.626,0,0,43.074,2,0,10,0,10,2,14,0,1.161
Molecule85,BrC1=C(Br)C([O])c2ccccc2C1[O],0,0,0,0,0,2,0,1,319.98,3.415,415.492,36.601,80.757,168.258,129.875,680.147,2,3.4,0.0171426,0.0115726,0.9001979,21.388,7.739,12.111,8.295,2.124,-2.905,-4.718,-3.949,1698.551,0.097,4513.276,-2.223,9.967,1.12,4,-0.27,3,100,0,0,45.579,2,0,10,0,10,2,14,0,2.384
Molecule85,BrC1=C(Br)C([O])c2ccccc2C1[O],0,0,0,0,0,2,0,1,319.98,3.285,414.354,37.176,79.587,168,129.592,678.953,2,3.4,0.0158919,0.0116044,0.9016127,21.338,7.726,12.072,8.283,2.124,-2.885,-4.718,-3.925,1742.532,0.108,4623.22,-2.202,9.953,1.123,4,-0.272,3,100,0,0,41.96,2,0,10,0,10,2,14,0,2.616
Molecule85,BrC1=C(Br)C([O])c2ccccc2C1[O],0,0,0,0,0,2,0,1,319.98,3.285,414.354,37.176,79.587,168,129.592,678.953,2,3.4,0.0158918,0.0116044,0.9016127,21.338,7.726,12.072,8.283,2.124,-2.885,-4.718,-3.925,1742.532,0.108,4623.22,-2.202,9.953,1.123,4,-0.272,3,100,0,0,41.96,2,0,10,0,10,2,14,0,2.616
Molecule86,CC1=CC([O])c2cc(Br)c(Br)cc2C1[O],0,0,0,0,0,2,0,1,334.007,2.456,447.23,117.09,85.896,104.965,139.279,737.642,2,3.4,0.0081759,0.0107513,0.8828041,23.085,7.852,12.518,7.979,2.389,-3.465,-5,-3.929,1518.251,0.05,4501.205,-2.541,9.816,0.682,3,-0.138,3,100,0,0,42.783,2,0,10,0,10,2,15,0,0.33
Molecule86,CC1=CC([O])c2cc(Br)c(Br)cc2C1[O],0,0,0,0,0,2,0,1,334.007,2.431,446.664,118.705,84.367,104.332,139.26,736.832,2,3.4,0.0080202,0.010765,0.8832752,23.046,7.832,12.495,7.963,2.394,-3.456,-5,-3.918,1569.804,0.064,4665.532,-2.515,9.792,0.677,3,-0.14,3,100,0,0,42.327,2,0,10,0,10,2,15,0,0.358
Molecule86,CC1=CC([O])c2cc(Br)c(Br)cc2C1[O],0,0,0,0,0,2,0,1,334.007,2.431,446.664,118.705,84.367,104.332,139.26,736.831,2,3.4,0.0080202,0.010765,0.8832753,23.046,7.832,12.495,7.963,2.394,-3.456,-5,-3.918,1569.804,0.064,4665.533,-2.515,9.792,0.677,3,-0.14,3,100,0,0,42.327,2,0,10,0,10,2,15,0,0.358
Molecule86,CC1=CC([O])c2cc(Br)c(Br)cc2C1[O],0,0,0,0,0,2,0,1,334.007,2.456,447.23,117.09,85.897,104.965,139.279,737.642,2,3.4,0.0081744,0.0107513,0.8828042,23.085,7.852,12.518,7.979,2.389,-3.465,-5,-3.929,1518.25,0.05,4501.2,-2.541,9.816,0.682,3,-0.138,3,100,0,0,42.783,2,0,10,0,10,2,15,0,0.33
Molecule87,CC1=C(C)C([O])c2cc(Br)c(Br)cc2C1[O],0,0,0,0,0,2,0,1,348.034,2.606,469.977,169.904,80.053,80.746,139.274,787.703,2,3.4,0.0086206,0.010231,0.8776667,24.857,8.115,13.071,7.83,2.704,-3.844,-5.284,-3.897,1724.885,0.092,5166.589,-2.518,9.844,0.683,4,-0.016,3,100,0,0,43.048,2,0,10,0,10,2,16,0,0.151
Molecule87,CC1=C(C)C([O])c2cc(Br)c(Br)cc2C1[O],0,0,0,0,0,2,0,1,348.034,2.784,467.918,173.597,75.333,79.69,139.298,784.782,2,3.4,0.0098753,0.010276,0.8793484,24.73,8.056,13.023,7.785,2.719,-3.81,-5.284,-3.864,1912.141,0.135,5777.167,-2.435,9.751,0.661,4,-0.022,3,100,0,0,41.057,2,0,10,0,10,2,16,0,0.198
Molecule87,CC1=C(C)C([O])c2cc(Br)c(Br)cc2C1[O],0,0,0,0,0,2,0,1,348.034,2.784,467.917,173.598,75.331,79.689,139.298,784.78,2,3.4,0.009876,0.010276,0.8793493,24.73,8.056,13.023,7.785,2.719,-3.81,-5.284,-3.864,1912.194,0.135,5777.364,-2.435,9.751,0.661,4,-0.022,3,100,0,0,41.057,2,0,10,0,10,2,16,0,0.198
Molecule88,CC1=CC([O])c2ccccc2C1[O],1,0,0,0,0,2,0,0,176.215,0.54,394.008,117.07,85.916,191.021,0,636.597,2,3.4,0.0004583,0.0122036,0.9083153,19.863,6.637,10.779,8.388,1.363,-1.994,-1.965,-3.927,1517.596,-0.251,776.53,-2.238,9.706,0.04,5,-0.369,3,91.863,0,0,42.791,2,0,10,0,10,2,13,0,10.317
Molecule88,CC1=CC([O])c2ccccc2C1[O],1,0,0,0,0,2,0,0,176.215,0.626,393.431,118.672,84.367,190.392,0,635.775,2,3.4,0.0006165,0.0122215,0.9088651,19.824,6.618,10.759,8.372,1.368,-1.985,-1.965,-3.915,1569.816,-0.238,805.451,-2.212,9.669,0.025,5,-0.37,3,92.158,0,0,42.332,2,0,10,0,10,2,13,0,11.195
Molecule88,CC1=CC([O])c2ccccc2C1[O],1,0,0,0,0,2,0,0,176.215,0.626,393.431,118.672,84.367,190.392,0,635.775,2,3.4,0.0006165,0.0122215,0.9088651,19.824,6.618,10.759,8.372,1.368,-1.985,-1.965,-3.915,1569.814,-0.238,805.45,-2.212,9.669,0.025,5,-0.37,3,92.158,0,0,42.332,2,0,10,0,10,2,13,0,11.195
Molecule88,CC1=CC([O])c2ccccc2C1[O],1,0,0,0,0,2,0,0,176.215,0.54,394.006,117.07,85.917,191.019,0,636.594,2,3.4,0.0004583,0.0122037,0.9083164,19.863,6.637,10.778,8.388,1.363,-1.994,-1.965,-3.927,1517.57,-0.251,776.516,-2.238,9.706,0.04,5,-0.369,3,91.863,0,0,42.791,2,0,10,0,10,2,13,0,10.317
Molecule89,Cc1cccc2C([O])C=CC([O])c12,1,0,0,0,0,2,0,0,176.215,0.866,388.178,106.09,85.618,196.469,0,629.194,2,3.4,0.0011917,0.0123869,0.9147957,19.618,6.656,10.723,8.409,1.331,-1.902,-1.965,-3.848,1527.508,-0.239,782.014,-2.213,9.514,0.02,5,-0.382,3,91.728,0,0,42.091,2,0,10,0,10,2,13,0,13.502
Molecule89,Cc1cccc2C([O])C=CC([O])c12,1,0,0,0,0,2,0,0,176.215,0.823,387.068,107.207,84.063,195.799,0,627.737,2,3.4,0.0010793,0.0124224,0.9160012,19.554,6.636,10.693,8.391,1.333,-1.885,-1.965,-3.825,1580.261,-0.225,811.246,-2.187,9.503,0.007,5,-0.385,3,92.004,0,0,41.521,2,0,10,0,10,2,13,0,14.934
Molecule89,Cc1cccc2C([O])C=CC([O])c12,1,0,0,0,0,2,0,0,176.215,0.823,387.068,107.206,84.063,195.799,0,627.737,2,3.4,0.0010795,0.0124224,0.9160012,19.554,6.636,10.693,8.391,1.333,-1.885,-1.965,-3.825,1580.251,-0.225,811.24,-2.187,9.503,0.007,5,-0.385,3,92.004,0,0,41.521,2,0,10,0,10,2,13,0,14.934
Molecule89,Cc1cccc2C([O])C=CC([O])c12,1,0,0,0,0,2,0,0,176.215,0.866,388.178,106.09,85.618,196.469,0,629.194,2,3.4,0.0011916,0.0123869,0.9147957,19.618,6.656,10.723,8.409,1.331,-1.902,-1.965,-3.848,1527.508,-0.239,782.014,-2.213,9.514,0.02,5,-0.382,3,91.728,0,0,42.091,2,0,10,0,10,2,13,0,13.502
Molecule90,Cc1ccc2C([O])C=CC([O])c2c1,0,0,0,0,0,2,0,0,176.215,1.197,398.062,130.292,91.774,175.996,0,640.352,2,3.4,0.0022385,0.0120793,0.9025952,19.869,6.561,10.798,8.335,1.324,-2.059,-1.965,-3.947,1335.391,-0.308,676.267,-2.399,9.482,0.026,4,-0.363,3,90.64,0,0,43.217,2,0,10,0,10,2,13,0,6.141
Molecule90,Cc1ccc2C([O])C=CC([O])c2c1,0,0,0,0,0,2,0,0,176.215,1.01,397.386,130.507,91.206,175.673,0,639.696,2,3.4,0.0015961,0.0120999,0.9035147,19.84,6.556,10.778,8.328,1.324,-2.048,-1.965,-3.931,1352.062,-0.302,685.396,-2.39,9.477,0.023,4,-0.364,3,90.738,0,0,43.079,2,0,10,0,10,2,13,0,6.432
Molecule90,Cc1ccc2C([O])C=CC([O])c2c1,0,0,0,0,0,2,0,0,176.215,1.01,397.386,130.507,91.206,175.673,0,639.696,2,3.4,0.001596,0.0120999,0.9035146,19.84,6.556,10.778,8.328,1.324,-2.048,-1.965,-3.931,1352.062,-0.302,685.396,-2.39,9.477,0.023,4,-0.364,3,90.738,0,0,43.079,2,0,10,0,10,2,13,0,6.432
Molecule90,Cc1ccc2C([O])C=CC([O])c2c1,0,0,0,0,0,2,0,0,176.215,1.197,398.062,130.292,91.774,175.996,0,640.352,2,3.4,0.0022385,0.0120793,0.9025952,19.869,6.561,10.798,8.335,1.324,-2.059,-1.965,-3.947,1335.391,-0.308,676.267,-2.399,9.482,0.026,4,-0.363,3,90.64,0,0,43.217,2,0,10,0,10,2,13,0,6.141
Molecule91,CC(C)(C)C1=CC([O])c2ccccc2C1[O],1,0,0,0,0,3,0,0,218.295,0.942,456.036,204.582,77.335,174.12,0,783.427,2,3.4,0.0011334,0.0105437,0.9012216,24.935,7.891,12.469,8.143,2.287,-2.841,-2.73,-3.961,1830.357,-0.252,950.868,-2.043,9.772,0.06,4,-0.057,3,100,0,0,42.162,2,0,10,0,10,2,16,0,2.848
Molecule91,CC(C)(C)C1=CC([O])c2ccccc2C1[O],0,0,0,0,0,3,0,0,218.295,1.522,454.602,206.387,75.923,172.292,0,781.914,2,3.4,0.0029631,0.010577,0.9028991,24.857,7.865,12.461,8.118,2.286,-2.817,-2.73,-3.925,1887.667,-0.238,983.089,-2.024,9.68,0.017,4,-0.06,3,100,0,0,41.034,2,0,10,0,10,2,16,0,3.147
Molecule91,CC(C)(C)C1=CC([O])c2ccccc2C1[O],0,0,0,0,0,3,0,0,218.295,1.523,454.6,206.386,75.921,172.293,0,781.985,2,3.4,0.0029663,0.0105771,0.9029591,24.86,7.867,12.462,8.118,2.287,-2.817,-2.73,-3.924,1887.725,-0.238,983.121,-2.024,9.68,0.017,4,-0.06,3,100,0,0,41.034,2,0,10,0,10,2,16,0,3.148
Molecule91,CC(C)(C)C1=CC([O])c2ccccc2C1[O],1,0,0,0,0,3,0,0,218.295,0.942,456.036,204.582,77.335,174.12,0,783.508,2,3.4,0.0011333,0.0105437,0.9012836,24.939,7.892,12.471,8.143,2.287,-2.841,-2.73,-3.96,1830.357,-0.252,950.868,-2.043,9.772,0.06,4,-0.057,3,100,0,0,42.162,2,0,10,0,10,2,16,0,2.848
Molecule92,[O]C1C=C(C2CCCCC2)C([O])c3ccccc13,1,0,0,0,0,2,0,0,244.333,0.603,501.958,251.019,78.348,172.591,0,860.236,2,3.4,0.0004228,0.0095791,0.8714514,28.637,8.456,13.729,8.471,2.736,-3.778,-3.196,-4.435,1790.297,-0.245,928.394,-2.163,9.674,0.028,5,0.167,3,100,0,0,42.691,2,0,16,0,16,8,18,0,0.28
Molecule92,[O]C1C=C(C2CCCCC2)C([O])c3ccccc13,1,0,0,0,0,2,0,0,244.333,0.434,502.786,248.927,80.446,173.414,0,861.593,2,3.4,0.000219,0.0095634,0.8709293,28.699,8.488,13.759,8.493,2.731,-3.792,-3.196,-4.448,1710.144,-0.264,883.549,-2.199,9.72,0.045,5,0.17,3,100,0,0,43.289,2,0,16,0,16,8,18,0,0.249
Molecule92,[O]C1C=C(C2CCCCC2)C([O])c3ccccc13,1,0,0,0,0,2,0,0,244.333,0.434,502.831,248.971,80.446,173.414,0,861.62,2,3.4,0.000219,0.0095625,0.8708703,28.7,8.488,13.759,8.493,2.731,-3.793,-3.196,-4.448,1710.143,-0.264,883.549,-2.199,9.72,0.045,5,0.17,3,100,0,0,43.289,2,0,16,0,16,8,18,0,0.249
Molecule92,[O]C1C=C(C2CCCCC2)C([O])c3ccccc13,1,0,0,0,0,2,0,0,244.333,0.603,502.014,251.075,78.348,172.591,0,860.271,2,3.4,0.0004227,0.0095781,0.8713774,28.638,8.456,13.73,8.471,2.737,-3.779,-3.196,-4.436,1790.297,-0.245,928.393,-2.163,9.674,0.028,5,0.167,3,100,0,0,42.691,2,0,16,0,16,8,18,0,0.279
Molecule93,CC1=C(C)C([O])c2ccccc2C1[O],1,0,0,0,0,2,0,0,190.241,0.479,416.726,169.817,80.069,166.84,0,686.632,2,3.4,0.0003338,0.0115383,0.9032279,21.634,6.901,11.324,8.238,1.672,-2.358,-2.214,-3.894,1724.287,-0.211,891.45,-2.215,9.741,0.037,6,-0.252,3,94.666,0,0,43.043,2,0,10,0,10,2,14,0,5.075
Molecule93,CC1=C(C)C([O])c2ccccc2C1[O],1,0,0,0,0,2,0,0,190.241,0.077,414.644,173.604,75.288,165.752,0,683.688,2,3.4,0.0000086,0.0115963,0.905167,21.506,6.845,11.253,8.194,1.687,-2.325,-2.214,-3.857,1914.008,-0.17,997.925,-2.131,9.6,-0.002,6,-0.258,3,95.566,0,0,41.054,2,0,10,0,10,2,14,0,6.658
Molecule93,CC1=C(C)C([O])c2ccccc2C1[O],1,0,0,0,0,2,0,0,190.241,0.077,414.648,173.604,75.288,165.756,0,683.69,2,3.4,0.0000086,0.0115962,0.9051597,21.506,6.845,11.253,8.194,1.687,-2.325,-2.214,-3.857,1914.012,-0.17,997.927,-2.131,9.6,-0.002,6,-0.258,3,95.566,0,0,41.054,2,0,10,0,10,2,14,0,6.657
