molecule,Compound,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
21_0-wt-1,BrC1=C(C(=O)C(=C(C1=O)c2ccccc2)Br)c3ccccc3,3,0,0,0,0,2,0,0,418.084,0,565.591,0,78.92,369.534,117.137,978.277,0,4,0,0,0.8426305,35.241,11.258,14.294,7.67,4.063,-5.026,-7.175,-5.841,1768.079,-0.011,4013.705,-1.48,9.9,2.163,0,0.303,3,100,0,0,55.241,2,0,18,0,18,0,22,0,0.13
21_1-wt-1,[O]c1c(Br)c(c(O)c(Br)c1c2ccccc2)c3ccccc3,1,0,0,0,0,4,0,0,420.1,3.123,563.733,0,66.721,384.536,112.477,973.651,2,1.5,0.0100202,0.003763,0.8427396,33.915,11.655,15.399,7.709,4.901,-5.527,-8.089,-5.91,2307.752,-0.028,5047.377,-1.011,8.954,0.708,2,0.667,3,100,0,0,38.709,2,0,18,0,18,0,22,0,0.122
21_1-wt-1,[O]c1c(Br)c(c(O)c(Br)c1c2ccccc2)c3ccccc3,1,0,0,0,0,4,0,0,420.1,3.16,565.041,0,67.384,385.175,112.481,975.824,2,1.5,0.0102329,0.0037543,0.8420401,34.008,11.683,15.437,7.721,4.911,-5.551,-8.089,-5.925,2274.55,-0.035,4969.178,-1.02,8.765,0.752,2,0.673,3,100,0,0,38.865,2,0,18,0,18,0,22,0,0.113
22_0-wt-1,COC1=C(Cl)C(=O)C(=C(Cl)C1=O)OC,1,0,0,0,0,2,0,1,237.039,3.89,388.728,166.915,86.391,16.223,119.199,643.139,0,5.5,0.0235268,0,0.9269489,18.455,6.034,9.179,6.37,0.688,-0.898,-1.915,-2.791,1501.952,0.065,3453.555,-2.863,10.156,2.253,2,-1.071,3,87.832,0,0,69.998,4,0,6,0,6,0,14,0,41.164
22_1-wt-1,COc1c([O])c(Cl)c(OC)c(O)c1Cl,0,0,0,0,0,4,0,1,239.055,4.347,388.885,164.59,76.427,34.422,113.446,644.703,2,3,0.0293037,0.0109098,0.9280766,17.407,6.533,10.337,6.45,1.853,-2.091,-3.141,-2.86,1866.998,0.009,4063.321,-2.423,9.018,0.615,4,-0.379,3,96.341,0,0,56.897,4,0,6,0,6,0,14,0,6.447
22_1-wt-1,COc1c([O])c(Cl)c(OC)c(O)c1Cl,0,0,0,0,0,4,0,1,239.055,4.47,387.453,164.198,76.114,34.563,112.578,642.351,2,3,0.0311002,0.0109501,0.9292389,17.315,6.512,10.325,6.446,1.839,-2.065,-3.141,-2.842,1879.783,0.011,4048.815,-2.416,8.825,0.584,4,-0.384,3,96.315,0,0,56.581,4,0,6,0,6,0,14,0,6.958
23_0-wt-1,COC1=C(Br)C(=O)C(=C(OC)C1=O)Br,2,0,0,0,0,2,0,1,325.941,4.243,397.976,164.139,85.994,16.519,131.325,661.606,0,5.5,0.0272079,0,0.9226577,19.197,6.268,9.542,6.396,0.858,-1.126,-3.803,-2.862,1515.03,0.092,4062.209,-2.854,10.611,2.293,2,-1.018,3,88.894,0,0,70.194,4,0,6,0,6,0,14,0,34.126
23_1-wt-1,COc1c(O)c(OC)c(Br)c([O])c1Br,0,0,0,0,0,3,1,1,327.957,6.595,405.487,178.055,84.44,16.512,126.479,672.547,1,4.25,0.064673,0.0104812,0.9155241,18.993,6.498,10.684,6.415,1.696,-2.385,-4.473,-2.978,1567.303,0.021,3964.049,-2.73,9.303,1.629,3,-0.424,3,94.061,0,0,64.062,4,0,6,0,6,1,14,0,2.52
23_1-wt-1,COc1c(O)c(OC)c(Br)c([O])c1Br,0,0,0,0,0,3,1,1,327.957,6.598,405.499,178.051,84.414,16.535,126.499,672.556,1,4.25,0.0647228,0.0104809,0.9155066,18.993,6.498,10.685,6.415,1.696,-2.385,-4.473,-2.978,1568.211,0.022,3967.51,-2.729,9.304,1.629,3,-0.424,3,94.067,0,0,64.05,4,0,6,0,6,1,14,0,2.522
23_1-wt-1,COc1c(O)c(OC)c(Br)c([O])c1Br,0,0,0,0,0,4,0,1,327.957,4.574,395.331,161.251,75.361,34.779,123.939,659.232,2,3,0.0317362,0.0107319,0.9266101,17.992,6.736,10.621,6.465,2.003,-2.297,-4.911,-2.885,1910.949,0.041,4756.487,-2.402,9.126,0.835,4,-0.345,3,100,0,0,56.89,4,0,6,0,6,0,14,0,6.568
23_1-wt-1,COc1c(O)c(OC)c(Br)c([O])c1Br,0,0,0,0,0,4,0,1,327.957,3.505,395.494,160.749,74.171,35.052,125.523,658.644,2,3,0.0186524,0.0107274,0.9256747,17.971,6.726,10.435,6.46,2.014,-2.306,-4.911,-2.902,1961.263,0.053,4990.693,-2.379,8.9,0.849,4,-0.347,3,100,0,0,56.016,4,0,6,0,6,0,14,0,6.773
24_0-wt-1,NC1=C(Br)C(=O)C(=C(Br)C1=O)N,1,0,0,0,0,2,0,-1,295.918,0.001,362.978,0,201.26,22.458,139.26,570.933,3,6,0,0.0286307,0.9169411,15.625,6.856,13.149,12.026,-0.367,-1.893,-3.177,-2.983,122.279,-0.811,295.632,-4.958,9.015,1.585,2,-0.727,3,62.155,0,0,105.832,4,0,6,0,6,0,12,0,0.042
24_1-wt-1,Nc1c([O])c(Br)c(N)c(O)c1Br,2,0,0,0,0,4,0,-1,297.934,0.002,364.37,0,184.139,45.163,135.069,573.24,5,3.5,0,0.0214788,0.9158964,14.65,7.335,14.228,12.091,0.077,-1.366,-3.75,-3.108,177.71,-0.81,420.034,-4.37,7.373,0.561,5,-0.817,2,54.706,0,0,90.335,4,1,6,0,6,0,12,0,0.547
24_1-wt-1,Nc1c([O])c(Br)c(N)c(O)c1Br,2,0,0,0,0,4,0,-1,297.934,0.505,363.907,0,183.18,45.712,135.015,572.193,5,3.5,0.0004465,0.0215062,0.9159462,14.613,7.32,14.218,12.087,0.079,-1.36,-3.75,-3.11,181.468,-0.802,429.351,-4.35,7.293,0.612,5,-0.818,2,54.877,0,0,89.766,4,1,6,0,6,0,12,0,0.581
25_0-wt-1,BrC1=CC(=O)C(=CC1=O)Br,5,0,0,0,0,0,0,1,265.889,0,341.47,0,114.161,77.213,150.097,522.901,0,4,0,0,0.919232,15.51,5.523,7.448,5.835,0.577,-1.248,-3.224,-3.207,819.051,0.031,2647.766,-3.351,10.977,2.343,0,-0.934,3,82.465,0,0,59.904,2,0,6,0,6,0,10,0,6.688
25_1-wt-1,[O]c1cc(Br)c(O)cc1Br,2,0,0,0,0,2,0,1,267.904,0,343.015,0,95.856,100.617,146.543,525.05,2,1.5,0,0.0061843,0.9175969,14.535,5.994,8.524,5.898,1.678,-1.784,-4.208,-3.345,1221.524,0.044,3899.814,-2.74,9.102,0.434,2,-0.445,3,92.021,0,0,43.517,2,0,6,0,6,0,10,0,4.248
25_1-wt-1,[O]c1cc(Br)c(O)cc1Br,2,0,0,0,0,2,0,1,267.904,0.608,342.047,0,94.622,100.097,147.328,523.217,2,1.5,0.0007074,0.0062018,0.918051,14.457,5.972,8.504,5.884,1.678,-1.773,-4.208,-3.335,1254.874,0.056,4054.964,-2.719,8.892,0.416,2,-0.45,3,92.228,0,0,42.88,2,0,6,0,6,0,10,0,4.595
26_0-wt-1,ClC1=CC(=O)C(=C(Cl)C1=O)Cl,4,0,0,0,0,0,0,1,211.432,1.289,349.663,0,107.726,50.21,191.728,542.866,0,4,0.0030605,0,0.9204016,16.051,5.812,7.812,5.642,0.757,-1.585,-2.067,-3.059,942.621,0.186,5210.691,-3.328,10.17,2.379,0,-0.876,3,84.611,0,0,58.465,2,0,6,0,6,0,11,0,2.585
26_1-wt-1,[O]c1cc(Cl)c(O)c(Cl)c1Cl,2,0,0,0,0,2,0,1,213.447,1.384,349.832,0,89.369,71.996,188.467,543.432,2,1.5,0.0035227,0.0060638,0.9205956,14.998,6.276,8.87,5.69,2.033,-1.802,-3.101,-3.16,1407.38,0.202,7712.329,-2.721,8.822,0.571,2,-0.397,3,95.2,0,0,42,2,0,6,0,6,0,11,0,1.772
26_1-wt-1,[O]c1cc(Cl)c(O)c(Cl)c1Cl,2,0,0,0,0,2,0,1,213.447,4.236,351.433,0,90.181,73.075,188.177,545.461,2,1.5,0.0328999,0.0060362,0.9186806,15.089,6.289,9.305,5.707,2.042,-1.823,-3.101,-3.196,1382.655,0.192,7538.399,-2.732,9.058,0.602,2,-0.393,3,95.114,0,0,42.435,2,0,6,0,6,0,11,0,1.625
26_1-wt-1,[O]c1cc(Cl)c(O)c(Cl)c1Cl,2,0,0,0,0,2,0,1,213.447,4.554,350.177,0,88.8,73.073,188.304,543.363,2,1.5,0.0381611,0.0060578,0.9196106,15.005,6.267,9.343,5.694,2.038,-1.807,-3.101,-3.181,1424.972,0.205,7800.576,-2.707,8.871,0.574,2,-0.398,3,95.327,0,0,41.744,2,0,6,0,6,0,11,0,1.809
26_1-wt-1,[O]c1cc(Cl)c(O)c(Cl)c1Cl,2,0,0,0,0,2,0,1,213.447,1.729,348.708,0,88.083,72.009,188.616,541.565,2,1.5,0.0055185,0.0060834,0.9214462,14.923,6.256,8.867,5.679,2.031,-1.789,-3.101,-3.146,1447.465,0.214,7965.063,-2.697,8.644,0.55,2,-0.402,3,95.404,0,0,41.363,2,0,6,0,6,0,11,0,1.953
27_0-wt-1,CCCCCCC1=C(Br)C(=O)C(=C(Br)C1=O)Br,3,0,0,0,0,5,0,0,428.945,1.902,548.881,248.794,86.723,18.744,194.62,919.902,0,4,0.003931,0,0.8333893,27.629,8.777,11.394,4.663,3.513,-4.558,-6.687,-4.317,1491.083,-0.093,8871.777,-2.572,10.738,2.363,1,0.006,3,100,0,0,55.359,2,0,6,0,6,0,17,0,0.032
27_1-wt-1,CCCCCCc1c([O])c(Br)c(Br)c(O)c1Br,2,0,0,0,0,7,0,0,430.961,1.345,543.756,246.644,72.565,38.31,186.237,914.272,2,1.5,0.0019788,0.0039012,0.8378087,26.306,9.168,12.329,4.71,4.356,-4.995,-7.598,-4.339,2031.255,-0.091,10000,-2.05,8.957,1.123,3,0.373,3,100,0,0,39.699,2,0,6,0,6,0,17,0,0.039
27_1-wt-1,CCCCCCc1c([O])c(Br)c(Br)c(O)c1Br,2,0,0,0,0,7,0,0,430.961,1.512,544.732,247.107,73.495,38.078,186.052,916.012,2,1.5,0.0024957,0.0038942,0.8373686,26.374,9.188,12.362,4.717,4.359,-5.012,-7.598,-4.345,1990.448,-0.101,10000,-2.068,9.173,1.111,3,0.378,3,100,0,0,40.203,2,0,6,0,6,0,17,0,0.036
27_1-wt-1,CCCCCCc1c([O])c(Br)c(Br)c(O)c1Br,2,0,0,0,0,7,0,0,430.961,1.989,534.772,247.519,68.054,33.776,185.422,904.58,2,1.5,0.0043725,0.0039668,0.8458527,25.875,9.032,12.201,4.626,4.318,-4.828,-7.598,-4.187,2241.503,-0.037,10000,-1.983,8.919,0.966,3,0.348,3,100,0,0,39.899,2,0,6,0,6,0,17,0,0.067
28_0-wt-1,FC1=C(F)C(=O)C(=C(F)C1=O)F,7,0,0,0,0,0,0,0,180.058,0,315.693,0,116.332,34.766,164.594,475.672,0,4,0,0,0.933481,13.214,2.744,6.684,5.504,0.396,-0.825,-1.401,-2.774,781.126,0.077,3020.236,-3.541,11.62,2.983,0,-1.071,3,81.04,164.594,0,60.102,2,0,6,0,6,0,12,0,7.794
28_1-wt-1,[O]c1c(F)c(F)c(O)c(F)c1F,6,0,0,0,0,2,0,1,182.074,0.627,318.762,0,96.566,59.293,162.903,480.371,2,1.5,0.0008183,0.0066549,0.930572,12.352,3.263,7.813,5.569,1.481,-1.506,-2.477,-2.938,1202.716,0.099,4713.898,-2.898,9.565,1.119,2,-0.555,3,90.746,162.903,0,43.292,2,0,6,0,6,0,12,0,4.396
28_1-wt-1,[O]c1c(F)c(F)c(O)c(F)c1F,6,0,0,0,0,2,0,1,182.074,0,317.662,0,95.128,59.286,163.248,478.45,2,1.5,0,0.0066779,0.931303,12.276,3.237,7.771,5.557,1.481,-1.493,-2.477,-2.926,1241.087,0.112,4897.919,-2.872,9.348,1.089,2,-0.559,3,90.989,163.248,0,42.597,2,0,6,0,6,0,12,0,4.86
28_1-wt-1,[O]c1c(F)c(F)c(O)c(F)c1F,6,0,0,0,0,2,0,1,182.074,0,319.951,0,98.095,59.318,162.537,482.46,2,1.5,0,0.0066301,0.9298004,12.436,3.291,7.835,5.582,1.481,-1.521,-2.477,-2.951,1163.23,0.085,4525.912,-2.926,9.783,1.155,2,-0.55,3,90.489,162.537,0,44.024,2,0,6,0,6,0,12,0,3.949
29_0-wt-1,ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,4,0,0,0,0,0,0,1,245.877,0,368.582,0,100.063,22.885,245.634,582.076,0,4,0,0,0.9147118,17.359,6.312,8.404,5.468,1.372,-2.178,-2.799,-3.021,1114.303,0.369,10000,-3.283,10.183,2.476,0,-0.762,3,89.513,0,0,57.142,2,0,6,0,6,0,12,0,0.85
29_1-wt-1,[O]c1c(Cl)c(Cl)c(O)c(Cl)c1Cl,3,0,0,0,0,2,0,1,247.893,0.732,368.553,0,82.074,45.362,241.116,581.66,2,1.5,0.0009208,0.0057558,0.9143491,16.273,6.758,9.452,5.523,2.42,-2.913,-3.799,-3.134,1650.4,0.38,10000,-2.68,8.925,0.791,2,-0.3,3,100,0,0,40.771,2,0,6,0,6,0,12,0,0.632
29_1-wt-1,[O]c1c(Cl)c(Cl)c(O)c(Cl)c1Cl,3,0,0,0,0,2,0,1,247.893,0,368.122,0,81.209,45.597,241.316,580.746,2,1.5,0,0.0057625,0.9144575,16.239,6.746,9.425,5.518,2.421,-2.907,-3.799,-3.134,1681.863,0.388,10000,-2.664,8.74,0.768,2,-0.302,3,100,0,0,40.346,2,0,6,0,6,0,12,0,0.667
29_1-wt-1,[O]c1c(Cl)c(Cl)c(O)c(Cl)c1Cl,3,0,0,0,0,2,0,1,247.893,0.001,369.183,0,83.043,45.209,240.931,582.898,2,1.5,0,0.005746,0.9140809,16.321,6.773,9.46,5.53,2.42,-2.924,-3.799,-3.138,1615.85,0.372,10000,-2.699,9.105,0.822,2,-0.296,3,100,0,0,41.257,2,0,6,0,6,0,12,0,0.591
30_0-wt-1,BrC1=C(Br)C(=O)C(=C(Br)C1=O)Br,5,0,0,0,0,0,0,1,423.681,0.001,387.759,0,97.521,23.311,266.927,618.654,0,4,0,0,0.9055271,18.827,6.75,8.996,5.508,1.754,-2.634,-6.575,-3.172,1177.887,0.426,10000,-3.235,10.831,2.541,0,-0.656,3,92.182,0,0,57.388,2,0,6,0,6,0,12,0,0.573
30_1-wt-1,[O]c1c(Br)c(Br)c(O)c(Br)c1Br,3,0,0,0,0,2,0,1,425.697,0.691,384.979,0,79.205,45.443,260.332,613.531,2,1.5,0.0007779,0.0055102,0.9070237,17.549,7.144,9.966,5.55,2.71,-3.284,-7.487,-3.253,1757.125,0.44,10000,-2.627,9.089,1.177,2,-0.218,3,100,0,0,40.556,2,0,6,0,6,0,12,0,0.522
30_1-wt-1,[O]c1c(Br)c(Br)c(O)c(Br)c1Br,3,0,0,0,0,2,0,1,425.697,0,384.501,0,78.36,45.676,260.465,612.451,2,1.5,0,0.0055171,0.9070861,17.508,7.13,9.937,5.545,2.71,-3.276,-7.487,-3.253,1789.82,0.447,10000,-2.611,8.88,1.173,2,-0.221,3,100,0,0,40.032,2,0,6,0,6,0,12,0,0.552
30_1-wt-1,[O]c1c(Br)c(Br)c(O)c(Br)c1Br,3,0,0,0,0,2,0,1,425.697,0,385.662,0,80.161,45.294,260.208,614.922,2,1.5,0,0.0055005,0.9067862,17.604,7.161,9.977,5.557,2.711,-3.295,-7.487,-3.256,1720.825,0.432,10000,-2.645,9.299,1.168,2,-0.214,3,100,0,0,41.129,2,0,6,0,6,0,12,0,0.488
31_0-wt-1,IC1=C(I)C(=O)C(=C(I)C1=O)I,4,0,0,0,0,0,0,2,611.683,0,407.372,0,94.53,23.757,289.085,656.263,0,4,0,0,0.8965183,20.337,7.205,9.604,5.545,2.105,-3.103,-10.567,-3.32,1257.382,0.489,10000,-3.178,9.304,2.327,0,-0.547,3,81.787,0,0,57.405,2,1,6,0,6,0,12,0,0.321
31_1-wt-1,[O]c1c(I)c(I)c(O)c(I)c1I,3,0,0,0,0,2,0,2,613.699,2.791,403.983,0,75.996,46.015,281.972,651.086,2,1.5,0.0119641,0.005251,0.8992793,19.058,7.605,10.726,5.586,3.049,-3.712,-11.442,-3.381,1884.66,0.508,10000,-2.566,8.737,1.852,2,-0.12,3,90.461,0,0,40.543,2,1,6,0,6,0,12,0,0.323
31_1-wt-1,[O]c1c(I)c(I)c(O)c(I)c1I,3,0,0,0,0,2,0,2,613.699,2.796,404.599,0,75.327,46.327,282.945,651.075,2,1.5,0.012004,0.005243,0.8979002,19.06,7.597,10.727,5.585,3.057,-3.728,-11.442,-3.405,1912.373,0.514,10000,-2.553,8.587,1.865,2,-0.12,3,90.623,0,0,40.17,2,1,6,0,6,0,12,0,0.322
31_1-wt-1,[O]c1c(I)c(I)c(O)c(I)c1I,3,0,0,0,0,2,0,2,613.699,2.572,405.336,0,76.776,45.823,282.737,652.91,2,1.5,0.0101319,0.0052335,0.8979497,19.129,7.622,10.731,5.593,3.057,-3.74,-11.442,-3.402,1852.833,0.502,10000,-2.581,8.871,1.836,2,-0.115,3,90.378,0,0,40.992,2,1,6,0,6,0,12,0,0.293
32_0-wt-1,CC1=CC(=O)C=CC1=O,6,0,0,0,0,0,0,-1,122.123,0.807,314,83.782,118.604,111.613,0,473.491,0,4,0.0013761,0,0.9356421,13.861,4.37,6.251,5.981,-0.244,-0.01,-0.171,-3.106,743.321,-0.34,359.011,-3.312,10.761,1.888,1,-1.077,3,76.908,0,0,59.726,2,0,6,0,6,0,9,0,50.293
32_1-wt-1,Cc1cc(O)ccc1[O],5,0,0,0,0,2,0,0,124.139,0.459,318.728,83.66,99.98,135.088,0,480.757,2,1.5,0.0004378,0.0066556,0.9311679,13.092,4.889,7.399,6.051,0.828,0.145,-1.38,-3.29,1116.313,-0.326,557.187,-2.694,8.69,-0.165,3,-0.554,3,86.344,0,0,44.033,2,0,6,0,6,0,9,0,24.63
33_0-wt-1,CC(C)(C)C1=CC(=O)C=CC1=O,3,0,0,0,0,1,0,0,164.204,1.109,384.029,189.786,99.05,95.192,0,625.412,0,4,0.0019667,0,0.9209701,19.142,5.601,7.931,5.684,0.67,-1.248,-1.064,-3.265,1139.214,-0.275,569.552,-2.914,10.794,1.847,1,-0.679,3,85.578,0,0,55.552,2,0,6,0,6,0,12,0,11.598
33_1-wt-1,CC(C)(C)c1cc(O)ccc1[O],2,0,0,0,0,3,0,0,166.219,0.493,382.93,185.717,86.026,111.187,0,629.972,2,1.5,0.0003851,0.0055397,0.9280972,18.193,6.191,9.046,5.727,1.829,-1.841,-2.168,-3.226,1513.98,-0.283,774.531,-2.425,8.679,-0.163,3,-0.211,3,94.571,0,0,40.163,2,0,6,0,6,0,12,0,6.998
34_0-wt-1,CC(C)C1=CC(=O)C(=CC1=O)C,4,0,0,0,0,1,0,0,164.204,0.093,399.044,246.043,103.48,49.52,0,642.14,0,4,0.0000134,0,0.9020514,19.375,5.312,7.896,5.439,0.748,-1.522,-1.064,-3.353,1034.182,-0.345,513.012,-3.156,10.712,1.809,2,-0.63,3,85.283,0,0,57.344,2,0,6,0,6,0,12,0,3.446
34_1-wt-1,CC(C)c1cc([O])c(C)cc1O,2,0,0,0,0,3,0,0,166.219,0.08,401.425,245.184,88.917,67.324,0,646.747,2,1.5,0.0000098,0.0052845,0.9009837,18.445,5.828,9.016,5.493,1.917,-2.276,-2.168,-3.455,1421.351,-0.348,723.439,-2.633,8.613,-0.18,4,-0.174,3,94.598,0,0,42.329,2,0,6,0,6,0,12,0,2.052
35_0-wt-1,CC(C)C1=C(C(=O)C(=C(C1=O)[N+]([O-])=O)C)[N+]([O-])=O,3,0,0,0,0,3,0,-2,254.199,0.603,457.989,216.223,235.59,6.177,0,772.486,0,6,0.0004712,0,0.8890041,22.894,7.173,10.721,7.714,-0.21,-1.266,-2.048,-3.357,57.783,-1.605,22.699,-5.552,11.908,3.287,4,-0.872,2,57.246,0,0,139.433,8,0,6,0,6,0,18,0,0.039
35_1-wt-1,CC(C)c1c(O)c(c(C)c([O])c1[N+]([O-])=O)[N+]([O-])=O,2,0,0,0,0,5,0,-2,256.215,0.508,459.89,216.174,222.394,21.322,0,775.022,2,3.5,0.0003331,0.0107629,0.8872657,21.856,7.654,11.802,7.757,1.01,-2.558,-3.312,-3.458,77.079,-1.621,30.993,-5.063,9.778,1.836,6,-0.183,3,66.633,0,0,122.602,8,0,6,0,6,0,18,0,0.006
35_1-wt-1,CC(C)c1c(O)c(c(C)c([O])c1[N+]([O-])=O)[N+]([O-])=O,1,0,0,0,0,5,0,-2,256.215,1.205,461.034,215.123,224.67,21.241,0,777.686,2,3.5,0.0018686,0.0107362,0.8870916,21.961,7.695,11.872,7.775,1.011,-2.577,-3.312,-3.46,73.342,-1.641,29.372,-5.105,9.793,1.772,6,-0.177,3,66.249,0,0,124.373,8,0,6,0,6,0,18,0,0.005
35_1-wt-1,CC(C)c1c(O)c(c(C)c([O])c1[N+]([O-])=O)[N+]([O-])=O,2,0,0,0,0,5,0,-2,256.215,0.365,458.859,215.784,221.666,21.409,0,774.879,2,3.5,0.0001722,0.0107871,0.8891497,21.851,7.661,11.8,7.751,1.016,-2.541,-3.312,-3.428,78.314,-1.607,31.53,-5.049,9.982,1.904,6,-0.183,3,66.788,0,0,122.828,8,0,6,0,6,0,18,0,0.007
35_1-wt-1,CC(C)c1c(O)c(c(C)c([O])c1[N+]([O-])=O)[N+]([O-])=O,2,0,0,0,0,5,0,-2,256.215,0.396,460.308,215.012,223.782,21.514,0,776.687,2,3.5,0.0002014,0.0107531,0.8877295,21.924,7.685,11.833,7.769,1.011,-2.565,-3.312,-3.451,74.778,-1.631,29.994,-5.088,9.581,1.73,6,-0.179,3,66.404,0,0,123.735,8,0,6,0,6,0,18,0,0.006
36_0-wt-1,CC1=C(C(=O)C=CC1=O)C(C)(C)c2ccccc2,1,0,0,0,0,2,0,0,240.301,1.446,467.122,150.157,85.288,231.677,0,819.433,0,4,0.0025506,0,0.906589,27.568,8.288,11.015,6.498,2.377,-2.632,-3.04,-4.148,1538.563,-0.249,788.133,-2.083,9.675,1.78,3,-0.158,3,100,0,0,53.316,2,0,12,0,12,0,18,0,4.45
36_1-wt-1,Cc1c([O])ccc(O)c1C(C)(C)c2ccccc2,1,0,0,0,0,4,0,0,242.317,2.338,471.673,148.507,76.137,247.029,0,823.799,2,1.5,0.0066352,0.0044974,0.9010272,26.605,8.79,12.192,6.577,3.308,-3.494,-4.045,-4.312,1878.847,-0.303,978.125,-1.668,8.648,-0.116,5,0.264,3,100,0,0,38.762,2,0,12,0,12,0,18,0,2.243
37_0-wt-1,CC1=C(C)C(=O)C=CC1=O,2,0,0,0,0,0,0,0,136.15,1.156,335.207,142.182,108.005,85.019,0,521.484,0,4,0.0025643,0,0.9347159,15.528,4.628,6.754,5.779,0.226,-0.475,-0.469,-2.994,936.88,-0.261,461.045,-3.211,10.428,1.819,2,-0.938,3,81.456,0,0,57.382,2,0,6,0,6,0,10,0,28.087
37_1-wt-1,Cc1c([O])ccc(O)c1C,2,0,0,0,0,2,0,0,138.166,2.083,340.495,143.838,89.908,106.749,0,528.745,2,1.5,0.0082044,0.0062301,0.92872,14.742,5.122,7.982,5.842,1.329,-0.966,-1.635,-3.194,1390.91,-0.252,706.707,-2.608,8.641,-0.177,4,-0.433,3,90.989,0,0,41.984,2,0,6,0,6,0,10,0,14.25
38_0-wt-1,CC1=CC(=O)C(=CC1=O)C,4,0,0,0,0,0,0,0,136.15,0,343.817,167.552,109.037,67.229,0,530.938,0,4,0,0,0.9222892,15.736,4.479,6.746,5.685,0.255,-0.638,-0.469,-3.11,916.024,-0.291,449.962,-3.292,10.703,1.815,2,-0.911,3,81.448,0,0,57.52,2,0,6,0,6,0,10,0,15.983
38_1-wt-1,Cc1cc(O)c(C)cc1[O],3,0,0,0,0,2,0,0,138.166,0,347.676,167.311,90.492,89.873,0,537.456,2,1.5,0,0.0061014,0.9194997,14.929,5.004,7.894,5.748,1.355,-1.085,-1.635,-3.263,1373.292,-0.271,697.036,-2.679,8.593,-0.192,4,-0.413,3,91.042,0,0,42.922,2,0,6,0,6,0,10,0,9.128
39_0-wt-1,CC1=CC(=O)C=C(C)C1=O,3,0,0,0,0,0,0,0,136.15,1.107,344.198,167.984,108.546,67.668,0,531.143,0,4,0.0023071,0,0.9215045,15.749,4.472,6.778,5.686,0.259,-0.645,-0.469,-3.125,925.883,-0.289,455.199,-3.282,10.7,1.817,2,-0.91,3,81.557,0,0,57.641,2,0,6,0,6,0,10,0,16.107
39_1-wt-1,Cc1cc(O)cc(C)c1[O],1,0,0,0,0,2,0,0,138.166,2.962,347.809,166.801,90.893,90.115,0,537.213,2,1.5,0.016335,0.0060991,0.918873,14.922,4.999,8.117,5.753,1.351,-1.084,-1.635,-3.274,1361.333,-0.275,690.478,-2.685,8.632,-0.178,4,-0.414,3,90.951,0,0,42.325,2,0,6,0,6,0,10,0,8.945
40_0-wt-1,CC(C)=CCC1=CC(=O)C(=C(C)C1=O)C,2,0,0,0,0,2,0,0,204.268,0.821,482.974,345.59,86.571,50.813,0,797.655,0,4,0.0008447,0,0.8612282,24.969,6.514,9.669,5.315,2.011,-2.95,-1.915,-4.02,1496.064,-0.335,764.628,-2.744,9.576,1.743,5,-0.221,3,95.548,0,0,54.247,2,0,6,0,6,0,15,0,0.414
40_1-wt-1,CC(C)=CCc1cc([O])c(C)c(C)c1O,1,0,0,0,0,4,0,0,206.284,2.755,471.976,341.737,64.203,66.035,0,788.615,2,1.5,0.009627,0.0044946,0.8746254,23.469,6.908,10.705,5.265,2.942,-3.371,-2.958,-3.876,2438.149,-0.237,1296.332,-2.086,8.502,-0.207,7,0.161,3,100,0,0,39.131,2,0,6,0,6,0,15,1,0.721
41_0-wt-1,CC(C)C1=C(C(C)C)C(=O)C(=C(C)C1=O)C,1,0,0,0,0,2,0,1,220.311,0.005,484.985,428.716,47.805,8.464,0,837.59,0,4,0,0,0.8860489,26.163,6.492,9.891,4.768,2.491,-2.988,-2.256,-3.416,3487.936,0.037,1908.984,-2.179,10.308,1.64,4,-0.105,3,100,0,0,45.569,2,0,6,0,6,0,16,0,1.502
41_1-wt-1,CC(C)c1c([O])c(C)c(C)c(O)c1C(C)C,1,0,0,0,0,4,0,0,222.327,3.125,485.008,420.457,44.124,20.427,0,838.293,2,1.5,0.0116508,0.0043738,0.8865025,25.021,7.014,11.145,4.85,3.346,-3.606,-3.28,-3.466,3779.837,-0.052,2082.236,-1.877,8.465,-0.156,6,0.3,3,100,0,0,32.112,2,0,6,0,6,0,16,0,0.732
42_0-wt-1,CC1=C(C)C(=O)C2=C(OCO2)C1=O,3,0,0,0,0,0,1,0,180.16,2.459,344.426,214.097,108.686,21.642,0,562.038,0,5.5,0.0107579,0,0.9562682,16.545,4.852,7.975,6.852,-0.444,0.136,-0.822,-2.343,923.056,-0.229,453.697,-3.446,9.516,1.849,2,-1.222,3,77.421,0,0,76.257,4,0,9,0,9,1,13,0,88.113
