molecule,Compound,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
0_0-wt-1,O=C1C=CC(=O)C(=C1)C#N,6,0,0,0,0,1,0,-1,133.106,4.817,320.16,0,192.022,128.138,0,479.169,0,5.5,0.0484227,0,0.9249601,13.604,4.946,7.956,7.864,-1.3,-0.242,-0.708,-3.357,149.607,-0.993,63.47,-4.511,11.307,2.469,0,-1.505,2,58.26,0,0,86.48,3,0,6,0,6,0,10,0,2.352
0_1-wt-1,[O]c1ccc(O)cc1C#N,2,0,0,0,0,3,0,-1,135.122,5.643,325.768,0,173.693,152.075,0,487.792,2,3,0.0652736,0.0130235,0.9199108,12.893,5.481,9.368,7.941,0.055,-1.633,-2.269,-3.553,223.237,-0.986,97.824,-3.897,9.242,0.65,2,-0.701,3,69.305,0,0,70.352,3,0,6,0,6,0,10,0,0.253
0_1-wt-1,[O]c1ccc(O)cc1C#N,2,0,0,0,0,3,0,-1,135.122,5.617,324.993,0,173.656,151.337,0,486.196,2,3,0.0648984,0.0130546,0.9200942,12.823,5.459,9.337,7.934,0.045,-1.627,-2.269,-3.547,223.42,-0.985,97.91,-3.899,9.023,0.611,2,-0.704,3,69.254,0,0,69.75,3,0,6,0,6,0,10,0,0.259
1_0-wt-1,O=C1C=CC(=O)C(=C1C#N)C#N,5,0,0,0,0,2,0,-2,158.116,7.582,349.671,0,243.045,106.625,0,536.92,0,7,0.107078,0,0.9136473,15.068,5.677,10.245,9.393,-2.168,0.147,-0.543,-3.438,49.102,-1.498,19.036,-5.431,11.391,2.932,0,-1.781,2,44.517,0,0,111.16,4,0,6,0,6,0,12,0,0.822
1_1-wt-1,[O]c1ccc(O)c(C#N)c1C#N,0,0,0,0,0,4,0,-2,160.132,9.133,355.88,0,225.606,130.274,0,546.771,2,4.5,0.1525623,0.0178823,0.9086533,14.403,6.232,12.07,9.475,-0.375,-1.69,-2.309,-3.631,71.858,-1.499,28.73,-4.834,9.426,1.298,2,-0.762,2,57.977,0,0,94.522,4,0,6,0,6,0,12,0,0.027
1_1-wt-1,[O]c1ccc(O)c(C#N)c1C#N,0,0,0,0,0,4,0,-2,160.132,11.906,356.973,0,226.418,130.555,0,548.479,2,4.5,0.2584569,0.0178275,0.9077563,14.475,6.25,13.549,9.486,-0.372,-1.699,-2.309,-3.647,70.595,-1.509,28.185,-4.848,9.645,1.303,2,-0.76,2,57.856,0,0,95.137,4,0,6,0,6,0,12,0,0.025
1_1-wt-1,[O]c1ccc(O)c(C#N)c1C#N,0,0,0,0,0,4,0,-2,160.132,9.361,355.497,0,224.941,130.556,0,545.733,2,4.5,0.1605597,0.0179016,0.9084803,14.365,6.216,12.163,9.472,-0.376,-1.687,-2.309,-3.636,72.909,-1.495,29.184,-4.821,9.214,1.276,2,-0.764,2,58.085,0,0,93.937,4,0,6,0,6,0,12,0,0.028
2_0-wt-1,ClC1=C(Cl)C(=O)C(=C(C#N)C1=O)C#N,1,0,0,0,0,3,1,-2,229.022,5.187,396.591,19.369,212.56,42.999,121.662,630.687,1,5.75,0.0426614,0.0144986,0.8968061,17.57,6.952,11.303,8.921,-0.004,-2.811,-2.974,-3.407,95.542,-1.081,181.354,-4.997,9.8,2.554,2,-0.772,3,62.364,0,0,99.678,4,0,6,0,6,1,14,0,0.004
2_0-wt-1,ClC1=C(Cl)C(=O)C(=C(C#N)C1=O)C#N,1,0,0,0,0,3,1,-2,229.022,5.187,396.59,19.369,212.56,42.999,121.662,630.687,1,5.75,0.042661,0.0144986,0.8968064,17.57,6.952,11.303,8.921,-0.004,-2.811,-2.974,-3.407,95.542,-1.081,181.354,-4.997,9.8,2.554,2,-0.772,3,62.364,0,0,99.678,4,0,6,0,6,1,14,0,0.004
2_1-wt-1,[O]c1c(Cl)c(Cl)c(O)c(C#N)c1C#N,0,0,0,0,0,4,0,-2,229.022,3.306,393.291,0,210.83,64.152,118.309,624.202,2,4.5,0.0175072,0.0161813,0.8981203,16.871,7.235,11.47,9.057,0.325,-2.902,-3.479,-3.486,99.22,-1.13,181.088,-4.795,9.33,1.616,2,-0.611,3,64.585,0,0,92.129,4,0,6,0,6,0,14,0,0.004
2_1-wt-1,[O]c1c(Cl)c(Cl)c(O)c(C#N)c1C#N,0,0,0,0,0,4,0,-2,229.022,3.439,393.92,0,211.395,63.893,118.632,624.957,2,4.5,0.0189187,0.0161555,0.8974093,16.899,7.241,11.502,9.06,0.326,-2.913,-3.479,-3.497,98.003,-1.136,179.419,-4.806,9.516,1.645,2,-0.61,3,64.494,0,0,92.488,4,0,6,0,6,0,14,0,0.004
3_0-wt-1,ClC1=CC(=O)C=CC1=O,4,0,0,0,0,0,0,-1,142.541,1.682,307.527,0,121.825,116.898,68.804,459.938,0,4,0.0061506,0,0.9370191,13.369,4.778,6.514,6.047,0.174,-0.363,-0.604,-3.109,692.837,-0.193,792.498,-3.353,10.406,2.126,0,-1.117,3,78.809,0,0,60.725,2,0,6,0,6,0,9,0,35.534
3_1-wt-1,[O]c1ccc(O)cc1Cl,3,0,0,0,0,2,0,0,144.557,4.755,311.742,0,103.356,140.805,67.581,466.018,2,1.5,0.048513,0.0068047,0.9324779,12.557,5.278,8.235,6.119,0.878,0.253,-1.755,-3.296,1037.001,-0.184,1206.742,-2.736,8.871,0.127,2,-0.59,3,86.062,0,0,44.358,2,0,6,0,6,0,9,0,17.316
3_1-wt-1,[O]c1ccc(O)cc1Cl,3,0,0,0,0,2,0,0,144.557,4.842,310.694,0,102.099,140.131,68.464,464.2,2,1.5,0.0505059,0.0068277,0.9331879,12.477,5.258,8.233,6.104,0.878,0.257,-1.755,-3.281,1065.844,-0.171,1256.975,-2.716,8.656,0.092,2,-0.594,3,86.276,0,0,43.717,2,0,6,0,6,0,9,0,18.747
4_0-wt-1,CC(C)(C)C1=CC(=O)C(=CC1=O)Br,3,0,0,0,0,1,0,0,243.1,2.498,412.92,189.814,92.066,55.992,75.048,678.993,0,4,0.0091891,0,0.9047792,20.912,6.213,8.897,5.466,1.358,-2.112,-2.74,-3.34,1326.897,-0.062,1730.758,-2.923,10.79,2.05,0,-0.523,3,90.789,0,0,54.694,2,0,6,0,6,0,13,0,2.243
4_1-wt-1,CC(C)(C)c1cc([O])c(Br)cc1O,1,0,0,0,0,3,0,0,245.115,2.094,410.327,185.754,79.202,72.078,73.292,680.988,2,1.5,0.0064375,0.0051698,0.9122791,19.861,6.762,9.953,5.506,2.517,-2.727,-3.742,-3.295,1757.209,-0.072,2293.352,-2.437,8.847,0.142,2,-0.079,3,100,0,0,39.343,2,0,6,0,6,0,13,0,1.585
4_1-wt-1,CC(C)(C)c1cc([O])c(Br)cc1O,1,0,0,0,0,3,0,0,245.115,1.111,409.532,185.765,77.93,71.701,74.135,679.305,2,1.5,0.0018177,0.0051799,0.9125446,19.79,6.742,9.863,5.493,2.518,-2.718,-3.742,-3.289,1806.698,-0.059,2388.499,-2.415,8.661,0.545,2,-0.084,3,100,0,0,38.637,2,0,6,0,6,0,13,0,1.708
5_0-wt-1,CC1=CC(=O)C=C(Br)C1=O,3,0,0,0,0,0,0,0,201.019,1.797,342.104,83.631,111.155,72.513,74.805,526.335,0,4,0.0061344,0,0.9215411,15.602,5,7.172,5.758,0.428,-0.932,-1.846,-3.147,874.608,-0.126,1099.613,-3.313,10.811,2.089,1,-0.924,3,82.107,0,0,58.771,2,0,6,0,6,0,10,0,11.451
5_1-wt-1,Cc1cc(O)cc(Br)c1[O],1,0,0,0,0,2,0,0,203.035,1.899,345.189,83.532,92.907,95.68,73.07,531.03,2,1.5,0.006789,0.0061454,0.9187284,14.727,5.499,8.299,5.824,1.512,-1.614,-2.893,-3.303,1302.754,-0.112,1654.923,-2.703,8.889,0.529,3,-0.43,3,91.552,0,0,43.104,2,0,6,0,6,0,10,0,6.726
6_0-wt-1,CC(C)C1=CC(=O)C=C(I)C1=O,1,0,0,0,0,1,0,0,276.073,2.435,402.214,161.951,105.071,54.363,80.829,647.04,0,4,0.0091602,0,0.8994877,19.618,5.956,8.518,5.519,1.213,-1.934,-3.44,-3.418,998.882,-0.164,1369.631,-3.168,9.476,2.041,2,-0.616,3,87.735,0,0,58.601,2,0,6,0,6,0,12,0,2.179
6_1-wt-1,CC(C)c1cc(O)cc(I)c1[O],1,0,0,0,0,3,0,0,278.089,2.344,404.248,161.784,91.14,72.893,78.431,650.209,2,1.5,0.0084482,0.0052476,0.8978822,18.637,6.445,9.602,5.58,2.193,-2.667,-4.417,-3.532,1354.003,-0.179,1846.121,-2.654,8.839,1.149,4,-0.165,3,95.838,0,0,42.54,2,0,6,0,6,0,12,0,1.326
7_0-wt-1,CC(C)C1=CC(=O)C(=C(I)C1=O)C,1,0,0,0,0,1,0,0,290.1,1.952,425.229,235.48,94.646,24.868,70.234,697.711,0,4,0.005461,0,0.8946632,21.364,6.087,8.922,5.299,1.541,-2.324,-3.738,-3.355,1254.221,-0.113,1532.581,-3.08,9.399,1.966,2,-0.469,3,91.424,0,0,56.282,2,0,6,0,6,0,13,0,1.143
7_1-wt-1,CC(C)c1cc(O)c(C)c(I)c1[O],1,0,0,0,0,3,0,0,292.116,1.912,427.363,235.116,79.903,42.292,70.052,700.069,2,1.5,0.0052231,0.0049637,0.8921997,20.34,6.564,10,5.348,2.516,-3.04,-4.706,-3.478,1730.525,-0.115,2165.395,-2.555,8.757,1.164,4,-0.033,3,100,0,0,40.839,2,0,6,0,6,0,13,0,0.742
8_0-wt-1,ClC1=CC(=O)C=C(Br)C1=O,4,0,0,0,0,0,0,1,221.438,1.285,335.785,0,114.415,77.729,143.641,512.97,0,4,0.003219,0,0.9229213,15.117,5.412,7.331,5.824,0.517,-1.112,-2.28,-3.15,814.519,0.02,2426.099,-3.354,10.524,2.303,0,-0.963,3,82.075,0,0,59.78,2,0,6,0,6,0,10,0,7.566
8_1-wt-1,[O]c1c(Cl)cc(O)cc1Br,1,0,0,0,0,2,0,1,223.453,3.611,338.214,0,96.358,101.318,140.537,516.325,2,1.5,0.0252562,0.0062721,0.9202863,14.193,5.892,8.729,5.892,1.642,-1.547,-3.303,-3.305,1208.194,0.029,3572.684,-2.746,9.048,0.741,2,-0.467,3,91.726,0,0,43.449,2,0,6,0,6,0,10,0,4.477
8_1-wt-1,[O]c1c(Cl)cc(O)cc1Br,1,0,0,0,0,2,0,1,223.453,2.542,337.14,0,95.672,100.227,141.241,514.856,2,1.5,0.0125485,0.0062921,0.9214651,14.124,5.881,8.531,5.878,1.64,-1.538,-3.303,-3.281,1226.437,0.038,3663.4,-2.738,8.855,0.372,2,-0.47,3,91.831,0,0,43.007,2,0,6,0,6,0,10,0,4.733
8_1-wt-1,[O]c1c(Cl)cc(O)cc1Br,1,0,0,0,0,2,0,1,223.453,3.988,336.555,0,94.458,101.724,140.373,513.56,2,1.5,0.0309746,0.006303,0.9215164,14.086,5.863,8.763,5.878,1.639,-1.529,-3.303,-3.287,1259.375,0.046,3728.791,-2.71,8.856,0.692,2,-0.474,3,92.032,0,0,42.55,2,0,6,0,6,0,10,0,5.206
9_0-wt-1,ClC1=C(Cl)C(=O)C=CC1=O,4,0,0,0,0,0,0,0,176.987,2.592,326.992,0,114.402,89.357,123.234,499.687,0,4,0.0134429,0,0.9313077,14.697,5.295,7.256,5.875,0.464,-0.856,-1.336,-3.07,814.759,-0.013,1876.105,-3.313,10.095,2.247,0,-1.001,3,81.766,0,0,59.428,2,0,6,0,6,0,10,0,11.976
9_1-wt-1,[O]c1ccc(O)c(Cl)c1Cl,1,0,0,0,0,2,0,0,179.002,6.026,329.759,0,96.549,112.172,121.037,503.834,2,1.5,0.0720703,0.0064329,0.9285956,13.796,5.785,9.169,5.94,1.609,-1.289,-2.417,-3.222,1203.155,-0.006,2781.065,-2.712,8.958,0.351,2,-0.496,3,91.497,0,0,43.339,2,0,6,0,6,0,10,0,6.585
9_1-wt-1,[O]c1ccc(O)c(Cl)c1Cl,1,0,0,0,0,2,0,1,179.002,3.294,328.854,0,95.2,112.1,121.554,502.071,2,1.5,0.021606,0.0064506,0.9289786,13.725,5.763,8.449,5.929,1.609,-1.282,-2.417,-3.216,1239.124,0.006,2889.798,-2.687,8.77,0.343,2,-0.501,3,91.727,0,0,42.676,2,0,6,0,6,0,10,0,7.183
10_0-wt-1,ClC1=CC(=O)C(=CC1=O)Cl,4,0,0,0,0,0,0,1,176.987,0,330.621,0,115.409,77.598,137.613,503.533,0,4,0,0,0.9258063,14.738,5.302,7.134,5.816,0.484,-0.988,-1.336,-3.103,797.03,0.004,2196.347,-3.373,10.472,2.274,0,-0.99,3,81.713,0,0,59.792,2,0,6,0,6,0,10,0,7.707
10_1-wt-1,[O]c1cc(Cl)c(O)cc1Cl,2,0,0,0,0,2,0,1,179.002,0,333.586,0,97.219,101.245,135.122,507.888,2,1.5,0,0.0063591,0.9228615,13.854,5.794,8.247,5.885,1.642,-1.34,-2.417,-3.263,1185.698,0.014,3269.687,-2.763,8.888,0.379,2,-0.488,3,91.577,0,0,43.562,2,0,6,0,6,0,10,0,4.377
10_1-wt-1,[O]c1cc(Cl)c(O)cc1Cl,2,0,0,0,0,2,0,1,179.002,0.627,332.597,0,95.95,100.721,135.925,506.067,2,1.5,0.0007776,0.0063781,0.923392,13.776,5.772,8.228,5.87,1.642,-1.333,-2.417,-3.252,1219.004,0.026,3403.375,-2.741,8.716,0.347,2,-0.492,3,91.793,0,0,42.921,2,0,6,0,6,0,10,0,4.743
11_0-wt-1,ClC1=CC(=O)C=C(Cl)C1=O,3,0,0,0,0,0,0,1,176.987,1.445,330.367,0,115.029,77.984,137.354,503.274,0,4,0.0041465,0,0.926201,14.732,5.302,7.187,5.815,0.485,-0.982,-1.336,-3.098,803.679,0.007,2208.926,-3.365,10.468,2.27,0,-0.991,3,81.778,0,0,59.717,2,0,6,0,6,0,10,0,7.965
11_1-wt-1,[O]c1c(Cl)cc(O)cc1Cl,1,0,0,0,0,2,0,1,179.002,3.333,333.495,0,97.041,101.659,134.795,507.739,2,1.5,0.0218777,0.0063609,0.9229323,13.852,5.792,8.544,5.886,1.641,-1.339,-2.417,-3.264,1190.314,0.014,3269.936,-2.758,9.011,0.39,2,-0.488,3,91.605,0,0,43.452,2,0,6,0,6,0,10,0,4.455
11_1-wt-1,[O]c1c(Cl)cc(O)cc1Cl,1,0,0,0,0,2,0,1,179.002,3.118,332.461,0,96.328,100.568,135.565,506.348,2,1.5,0.0191968,0.0063807,0.9241093,13.786,5.782,8.485,5.871,1.641,-1.332,-2.417,-3.24,1208.975,0.024,3357.838,-2.749,8.791,0.35,2,-0.491,3,91.721,0,0,42.966,2,0,6,0,6,0,10,0,4.704
11_1-wt-1,[O]c1c(Cl)cc(O)cc1Cl,1,0,0,0,0,2,0,1,179.002,3.786,331.84,0,95.148,102.066,134.626,504.978,2,1.5,0.0283914,0.0063926,0.9241674,13.746,5.763,8.589,5.872,1.639,-1.324,-2.417,-3.246,1240.549,0.031,3412.081,-2.722,8.818,0.35,2,-0.495,3,91.914,0,0,42.555,2,0,6,0,6,0,10,0,5.178
12_0-wt-1,BrC1=CC(=O)C=C(Br)C1=O,4,0,0,0,0,0,0,1,265.889,1.01,341.2,0,113.78,77.5,149.92,522.647,0,4,0.0019527,0,0.9196608,15.502,5.522,7.47,5.834,0.577,-1.242,-3.224,-3.202,825.886,0.035,2665.712,-3.343,10.972,2.334,0,-0.935,3,82.532,0,0,59.831,2,0,6,0,6,0,10,0,6.905
12_1-wt-1,[O]c1c(Br)cc(O)cc1Br,1,0,0,0,0,2,0,1,267.904,3.032,342.928,0,95.67,100.979,146.279,524.905,2,1.5,0.0175104,0.0061859,0.917661,14.533,5.993,8.762,5.899,1.678,-1.782,-4.208,-3.346,1226.481,0.045,3903.91,-2.735,9.132,0.827,2,-0.446,3,92.051,0,0,43.444,2,0,6,0,6,0,10,0,4.321
12_1-wt-1,[O]c1c(Br)cc(O)cc1Br,1,0,0,0,0,2,0,1,267.904,2.954,341.818,0,95.025,99.884,146.91,523.369,2,1.5,0.016674,0.006206,0.9188433,14.461,5.98,8.726,5.884,1.674,-1.77,-4.208,-3.322,1243.877,0.053,3995.432,-2.727,8.904,0.867,2,-0.449,3,92.14,0,0,43.034,2,0,6,0,6,0,10,0,4.569
12_1-wt-1,[O]c1c(Br)cc(O)cc1Br,1,0,0,0,0,2,0,1,267.904,3.422,341.267,0,93.78,101.365,146.122,522.135,2,1.5,0.022425,0.006216,0.9188816,14.426,5.963,8.784,5.884,1.674,-1.76,-4.208,-3.328,1278.168,0.061,4073.943,-2.699,8.919,0.78,2,-0.452,3,92.35,0,0,42.548,2,0,6,0,6,0,10,0,5.022
13_0-wt-1,IC1=CC(=O)C=C(I)C1=O,3,0,0,0,0,0,0,1,359.89,1.424,351.765,0,112.836,76.951,161.978,541.703,0,4,0.003741,0,0.9135931,16.26,5.743,7.803,5.853,0.793,-1.495,-5.22,-3.297,843.092,0.06,3173.535,-3.328,9.569,2.242,0,-0.879,3,83.955,0,0,59.997,2,0,6,0,6,0,10,0,5.412
13_1-wt-1,[O]c1c(I)cc(O)cc1I,1,0,0,0,0,2,0,1,361.905,3.294,353.863,0,94.63,100.369,158.864,544.704,2,1.5,0.0199242,0.0059947,0.9115278,15.319,6.224,9.115,5.918,1.853,-2.3,-6.154,-3.442,1254.656,0.074,4689.208,-2.718,8.888,1.435,2,-0.397,3,93.253,0,0,43.566,2,0,6,0,6,0,10,0,3.469
13_1-wt-1,[O]c1c(I)cc(O)cc1I,1,0,0,0,0,2,0,1,361.905,3.106,352.13,0,94.274,98.136,159.72,542.735,2,1.5,0.0177789,0.0060243,0.9138059,15.219,6.214,9.054,5.897,1.845,-2.274,-6.154,-3.395,1264.432,0.082,4780.064,-2.719,8.725,1.482,2,-0.401,3,93.264,0,0,43.236,2,0,6,0,6,0,10,0,3.673
13_1-wt-1,[O]c1c(I)cc(O)cc1I,1,0,0,0,0,2,0,1,361.905,3.746,352.188,0,92.737,100.744,158.706,541.915,2,1.5,0.0258948,0.0060233,0.9127351,15.211,6.194,9.152,5.904,1.849,-2.271,-6.154,-3.424,1307.592,0.09,4893.673,-2.682,8.753,1.392,2,-0.403,3,93.551,0,0,42.669,2,0,6,0,6,0,10,0,4.037
14_0-wt-1,CC(C)(C)C1=CC(=O)C(=C(Cl)C1=O)Cl,2,0,0,0,0,1,0,1,233.094,3.549,424.288,188.857,83.892,28.877,122.662,706.301,0,4,0.0178302,0,0.9039902,21.746,6.573,9.462,5.27,1.876,-2.535,-2.527,-3.223,1586.177,0.12,3826.891,-2.868,10.037,2.129,0,-0.444,3,95.211,0,0,53.258,2,0,6,0,6,0,14,0,0.922
14_1-wt-1,CC(C)(C)c1cc([O])c(Cl)c(Cl)c1O,1,0,0,0,0,3,0,1,235.11,3.779,423.154,185.726,72.431,44.726,120.272,709.547,2,1.5,0.0201318,0.0050131,0.9091882,20.743,7.117,10.603,5.321,2.825,-3.09,-3.539,-3.215,2037.216,0.094,4866.659,-2.409,8.864,0.338,2,-0.003,3,100,0,0,38.043,2,0,6,0,6,0,14,0,0.6
14_1-wt-1,CC(C)(C)c1cc([O])c(Cl)c(Cl)c1O,1,0,0,0,0,3,0,1,235.11,1.049,422.342,185.748,71.006,44.87,120.719,707.822,2,1.5,0.0015552,0.0050228,0.9094585,20.675,7.096,10.32,5.311,2.826,-3.079,-3.539,-3.211,2101.606,0.107,5061.582,-2.382,8.717,0.324,2,-0.008,3,100,0,0,37.331,2,0,6,0,6,0,14,0,0.657
15_0-wt-1,CC(C)(C)C1=CC(=O)C(=C(Br)C1=O)Br,3,0,0,0,0,1,0,1,321.996,2.699,433.43,188.656,82.45,29.139,133.186,724.125,0,4,0.0100634,0,0.8997503,22.462,6.786,9.644,5.287,2.043,-2.754,-4.415,-3.293,1636.932,0.151,4521.499,-2.84,10.625,2.173,0,-0.392,3,96.432,0,0,53.358,2,0,6,0,6,0,14,0,0.819
15_1-wt-1,CC(C)(C)c1cc([O])c(Br)c(Br)c1O,1,0,0,0,0,3,0,1,324.012,2.693,431.324,185.746,70.972,44.814,129.792,725.48,2,1.5,0.0099947,0.0049182,0.9052705,21.381,7.303,10.722,5.335,2.972,-3.371,-5.366,-3.279,2103.142,0.124,5679.785,-2.382,8.969,0.79,2,0.039,3,100,0,0,37.961,2,0,6,0,6,0,14,0,0.572
15_1-wt-1,CC(C)(C)c1cc([O])c(Br)c(Br)c1O,2,0,0,0,0,3,0,1,324.012,0.283,430.511,185.757,69.549,44.983,130.222,723.717,2,1.5,0.0001108,0.0049274,0.90551,21.312,7.281,10.558,5.325,2.973,-3.359,-5.366,-3.275,2169.544,0.137,5905.819,-2.355,8.794,0.938,2,0.034,3,100,0,0,37.275,2,0,6,0,6,0,14,0,0.627
16_0-wt-1,CC(C)(C)C1=CC(=O)C(=C(I)C1=O)I,2,0,0,0,0,1,0,1,415.997,3.729,443.505,188.777,81.029,29.348,144.352,743.215,0,4,0.0187104,0,0.8946964,23.228,7.011,10.071,5.307,2.22,-2.994,-6.412,-3.376,1688.507,0.183,5382.85,-2.813,9.175,2.079,0,-0.337,3,100,0,0,53.374,2,0,6,0,6,0,14,0,0.649
16_1-wt-1,CC(C)(C)c1cc([O])c(I)c(I)c1O,1,0,0,0,0,3,0,1,418.013,3.587,441.148,185.747,69.294,44.984,141.123,744.471,2,1.5,0.0172872,0.0048086,0.9004904,22.143,7.526,11.129,5.352,3.147,-3.596,-7.326,-3.357,2181.644,0.159,6817.199,-2.35,8.726,1.432,2,0.089,3,100,0,0,37.896,2,0,6,0,6,0,14,0,0.473
16_1-wt-1,CC(C)(C)c1cc([O])c(I)c(I)c1O,2,0,0,0,0,3,0,1,418.013,0.869,440.481,185.782,67.95,45.16,141.588,742.881,2,1.5,0.0010172,0.0048159,0.9005701,22.081,7.506,10.88,5.343,3.148,-3.586,-7.326,-3.356,2246.623,0.172,7078.36,-2.325,8.664,1.602,2,0.085,3,100,0,0,37.167,2,0,6,0,6,0,14,0,0.514
17_0-wt-1,CC1=C(Cl)C(=O)C(=C(C)C1=O)Cl,1,0,0,0,0,0,0,1,205.04,2.858,380.031,152.256,93.57,18.23,115.976,607.401,0,4,0.0134459,0,0.9127044,18.328,5.57,8.242,5.375,1.126,-1.83,-1.932,-3.031,1284.044,0.099,2799.158,-3.18,10.2,2.109,2,-0.689,3,89.176,0,0,55.087,2,0,6,0,6,0,12,0,2.005
17_1-wt-1,Cc1c(O)c(C)c(Cl)c([O])c1Cl,1,0,0,0,0,2,0,1,207.056,3.744,379.856,149.95,76.236,39.859,113.812,607.891,2,1.5,0.0230553,0.0055845,0.9136148,17.27,6.053,9.435,5.428,2.132,-2.556,-2.973,-3.12,1874.8,0.113,4100.552,-2.592,8.857,0.34,4,-0.231,3,100,0,0,39.791,2,0,6,0,6,0,12,0,1.474
17_1-wt-1,Cc1c(O)c(C)c(Cl)c([O])c1Cl,1,0,0,0,0,2,0,1,207.056,1.836,377.727,147.854,75.222,39.578,115.074,605.276,2,1.5,0.0055688,0.005616,0.9161271,17.163,6.049,9.164,5.415,2.127,-2.524,-2.973,-3.078,1916.765,0.128,4267.241,-2.574,8.634,0.31,4,-0.237,3,100,0,0,39.311,2,0,6,0,6,0,12,0,1.651
18_0-wt-1,CC(C)(C)C1=C(Cl)C(=O)C(=C(Cl)C1=O)C(C)(C)C,3,0,0,0,0,2,0,1,289.201,0.001,495.943,350.189,56.467,5.269,84.018,896.418,0,4,0,0,0.9065817,28.487,7.813,11.232,4.861,3.131,-3.562,-3.719,-3.069,2886.841,0.191,4490.2,-2.35,10.109,1.996,0,0.065,3,100,0,0,48.053,2,0,6,0,6,0,18,0,0.355
18_1-wt-1,CC(C)(C)c1c([O])c(Cl)c(c(O)c1Cl)C(C)(C)C,2,0,0,0,0,4,0,1,291.217,0,498.518,352.638,48.139,17.676,80.065,889.948,2,1.5,0,0.0042553,0.8975547,27.062,8.152,12.157,4.919,3.953,-4.199,-4.688,-3.274,3462.576,0.121,5199.636,-1.96,8.827,0.412,2,0.445,3,100,0,0,31.903,2,0,6,0,6,0,18,0,0.202
19_0-wt-1,CC(C)C1=C(Br)C(=O)C(=C(Br)C1=O)C,3,0,0,0,0,1,0,1,321.996,0.251,439.055,225.59,74.2,12.968,126.297,730.675,0,4,0.0000863,0,0.8935705,22.569,6.584,9.43,5.132,2.097,-2.831,-4.415,-3.316,1960.019,0.194,5036.205,-2.745,10.664,2.146,2,-0.373,3,100,0,0,51.465,2,0,6,0,6,0,14,0,0.855
19_1-wt-1,CC(C)c1c([O])c(Br)c(C)c(O)c1Br,2,0,0,0,0,3,0,1,324.012,0.114,437.747,224.458,61.473,29.852,121.963,728.742,2,1.5,0.0000177,0.004846,0.8946597,21.369,7.026,10.445,5.181,3.009,-3.452,-5.366,-3.379,2587.936,0.17,6439.02,-2.259,8.942,0.741,4,0.045,3,100,0,0,36.304,2,0,6,0,6,0,14,0,0.631
19_1-wt-1,CC(C)c1c([O])c(Br)c(C)c(O)c1Br,2,0,0,0,0,3,0,1,324.012,0.546,437.375,224.79,60.498,30.137,121.95,728.047,2,1.5,0.000409,0.0048501,0.8948514,21.344,7.015,10.438,5.176,3.012,-3.445,-5.366,-3.377,2643.637,0.178,6587.855,-2.24,8.717,0.771,4,0.044,3,100,0,0,35.92,2,0,6,0,6,0,14,0,0.669
19_1-wt-1,CC(C)c1c([O])c(Br)c(C)c(O)c1Br,2,0,0,0,0,3,0,1,324.012,0.698,438.008,224.794,61.684,29.577,121.953,729.566,2,1.5,0.000668,0.0048431,0.8947988,21.399,7.035,10.466,5.182,3.012,-3.456,-5.366,-3.375,2576.027,0.168,6406.175,-2.264,8.718,0.766,4,0.048,3,100,0,0,36.668,2,0,6,0,6,0,14,0,0.617
20_0-wt-1,CC(C)C1=C(Br)C(=O)C(=C(Br)C1=O)C(C)C,3,0,0,0,0,2,0,1,350.049,0,490.424,301.948,56.014,7.727,124.735,837.345,0,4,0,0,0.8760515,26.146,7.361,10.516,4.875,2.907,-3.634,-5.011,-3.574,2915.519,0.262,7584.881,-2.333,10.665,2.123,2,-0.106,3,100,0,0,47.723,2,0,6,0,6,0,16,0,0.378
20_1-wt-1,CC(C)c1c([O])c(Br)c(C(C)C)c(O)c1Br,2,0,0,0,0,4,0,1,352.065,0.019,488.524,301.231,46.851,19.752,120.691,834.351,2,1.5,0.0000004,0.0043423,0.8773606,24.857,7.785,11.513,4.914,3.76,-4.195,-5.949,-3.611,3561.36,0.213,8948.012,-1.929,8.947,0.754,4,0.288,3,100,0,0,33.054,2,0,6,0,6,0,16,0,0.264
20_1-wt-1,CC(C)c1c([O])c(Br)c(C(C)C)c(O)c1Br,3,0,0,0,0,4,0,1,352.065,1.919,489.981,301.908,46.959,20.079,121.035,836.931,2,1.5,0.0044002,0.0043294,0.8765544,24.963,7.811,11.612,4.921,3.777,-4.223,-5.949,-3.625,3552.933,0.212,8963.931,-1.93,5.162,4.14,5,0.295,3,100,0,0,33.371,2,0,6,0,6,0,16,0,0.247
